Oc,media_erro,var_erro,desvio_padrao_erro
0,0.0,0.0,0.0
10,-0.0016839205034894942,0.24329735094840968,0.49325181291953674
20,-3.501493565478511e-05,0.48745706057985233,0.6981812519538549
30,-0.0005548197153206496,0.730765919050307,0.8548484772462936
40,-0.0016606412097384254,0.9711542427769466,0.985471583952042
50,-0.0011852426534995038,1.2128837051950416,1.1013099950490968
60,-0.0004566725998612626,1.4537374736825546,1.2057103606101072
70,-0.001459727329888796,1.6943162172823163,1.3016590249686422
80,0.00011283191163877179,1.9332127509735788,1.3904002125192512
90,-0.001239887620466644,2.1711421736204892,1.4734796142534479
100,-0.0008408344137117625,2.4024072277410538,1.549970073175948
