Oc,media_erro,var_erro,desvio_padrao_erro
0,0.005728165675965961,817.6261468661071,28.59416281107225
10,0.05471212201171461,817.2010507394085,28.58672857707591
20,0.05259451950742163,816.6737873009326,28.577504917345962
30,0.0317974855498374,816.6461296147756,28.577021006654554
40,-0.00021309496196065685,816.609601327199,28.57638187957319
50,-0.029698372708909532,816.0986208807008,28.567439872706494
60,0.006193024853031287,817.0254876574886,28.58365770256649
70,0.005999246616946738,816.3317405477875,28.571519745155097
80,0.01904321369392576,817.4360543094859,28.590838642989926
90,-0.004186111167292925,815.9609433352183,28.56503007761795
100,0.029585045484374493,815.6737628300444,28.560002850665903
