n_ocupacao,media_SNR,var_SNR,DP_SNR
0,nan,nan,nan
10,12.333980491856886,0.05615147766466755,0.23696303016434345
20,12.755341068293253,0.025045999083477526,0.1582592780328456
30,12.960113655964445,0.020018348431410406,0.14148621286687407
40,13.06642400467818,0.014744135719141137,0.12142543275253805
50,13.142743219155712,0.010267639509858978,0.10132936153879081
60,13.217548711286724,0.010308337419189793,0.10152998285821678
70,13.299428281514988,0.0313492323094614,0.17705714419209806
80,13.365746415664656,0.0337363713515009,0.18367463448037918
90,13.4048798488017,0.026722354634435553,0.16346973614230725
100,13.505594792876149,0.020985389088251857,0.1448633462551927
